example_id,intent,handling_decision,handling_reason,required_reply_elements,prohibited_claims_or_actions,needs_clarification,annotation_confidence,annotator_id,notes
SpotifyCares:1898607:1898607:1898606,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:1914285:1914285:1914284,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:1918356:1918356:1918355,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,human_annotator_1,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:1963231:1963231:1963228,content_availability,auto_handle,licensing_explanation,explain music availability depends on agreements with rights holders; suggest checking back as catalog agreements update regularly,do not promise specific release date; do not claim artist refuses to stream,False,high,human_annotator_1,[Subset: random] Catalog content availability / licensing question.
SpotifyCares:1964855:1964855:1964854,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:1974290:1974290:1974289,content_availability,auto_handle,licensing_explanation,explain music availability depends on agreements with rights holders; suggest checking back as catalog agreements update regularly,do not promise specific release date; do not claim artist refuses to stream,False,high,human_annotator_1,[Subset: random] Catalog content availability / licensing question.
SpotifyCares:1990907:1990907:1990906,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:1993423:1993423:1993422,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2002356:2002356:2002355,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:2028417:2028417:2028416,billing_and_payments,auto_handle,trial_cancellation_policy_explanation,explain that cancelling a trial keeps Premium active until the end of the current period; explain how to cancel on spotify.com/account,do not cancel account directly in chat without access,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:2030853:2030853:2030852,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:2036292:2036292:2036290,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,human_annotator_1,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:2039869:2039869:2039868,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2045170:2045170:2045169,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2052137:2052137:2052136,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2052945:2052945:2052944,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2052997:2052997:2052996,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2076240:2076240:2076237,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2081825:2081825:2081824,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:2087805:2087805:2087804,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2139018:2139018:2139017,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2144256:2144256:2144254,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2165482:2165482:2165481,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2218959:2218959:2218958,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2239675:2239675:2239674,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2246195:2246195:2246197,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2251318:2251318:2251317,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2251492:2251492:2251491,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:233172:233172:233171,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2342513:2342513:2342512,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:2426261:2426261:2426260,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2432999:2432999:2433000,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2439901:2439901:2439900,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:2457938:2457938:2457937,billing_and_payments,escalate,billing_dispute_requires_account_lookup,acknowledge unexpected charge; guide to secure private support or contact form to review billing transactions safely,do not promise refund autonomously; do not request or expose credit card details publicly,False,high,human_annotator_1,[Subset: random] Billing dispute / unexpected charge inquiry requiring transaction lookup.
SpotifyCares:2482541:2482541:2482539,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2517261:2517261:2517260,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2527182:2527182:2527180,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2557550:2557550:2557549,billing_and_payments,auto_handle,trial_cancellation_policy_explanation,explain that cancelling a trial keeps Premium active until the end of the current period; explain how to cancel on spotify.com/account,do not cancel account directly in chat without access,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:2582058:2582058:2582057,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2597243:2597243:2597240,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,human_annotator_1,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:2597270:2597270:2597269,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2608276:2608276:2608275,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2610843:2610843:2610842,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:262672:262672:262673,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2632590:2632590:2632589,subscription_and_plans,auto_handle,family_plan_management_guidance,explain family plan invitation and member verification rules via account overview page,do not promise manual email dispatch,False,high,human_annotator_1,[Subset: random] Subscription plan configuration inquiry.
SpotifyCares:2646418:2646418:2646417,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2684832:2684832:2684831,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,human_annotator_1,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:2717757:2717757:2717755,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2751305:2751305:2751304,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2756263:2756263:2756262,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2756956:2756956:2756955,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2761401:2761401:2761400,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2774575:2774575:2774574,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:278120:278120:278119,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2793273:2793273:2793272,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2809926:2809926:2809925,content_availability,auto_handle,licensing_explanation,explain music availability depends on agreements with rights holders; suggest checking back as catalog agreements update regularly,do not promise specific release date; do not claim artist refuses to stream,False,high,human_annotator_1,[Subset: random] Catalog content availability / licensing question.
SpotifyCares:2854455:2854455:2854454,billing_and_payments,auto_handle,trial_cancellation_policy_explanation,explain that cancelling a trial keeps Premium active until the end of the current period; explain how to cancel on spotify.com/account,do not cancel account directly in chat without access,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:2863030:2863030:2863029,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2877413:2877413:2877411,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,False,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:2898315:2898315:2898314,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:2904473:2904473:2904472,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2916571:2916571:2916570,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2917802:2917802:2917801,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2917883:2917883:2917882,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2959349:2959349:2959347,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2970802:2970802:2970801,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:310853:310853:310852,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:314797:314797:314795,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:352469:352469:352468,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:376122:376122:376120,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:381239:381246:2810369,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:387701:387701:387700,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:393165:393165:393164,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,human_annotator_1,[Subset: random] Technical support / app glitch issue.
SpotifyCares:442000:442000:442001,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:459150:459150:459149,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:468344:468348:1426069,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:471651:471651:471650,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:483950:483950:483949,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:563483:563483:563482,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:564524:564524:564522,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:564550:564550:564549,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:570499:570499:570498,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:609669:609669:609668,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:627549:627549:627548,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,human_annotator_1,[Subset: random] Billing / payment inquiry.
SpotifyCares:6618:6618:6615,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:688085:688084:688086,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:788581:788581:788580,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:824187:824187:824186,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:856192:856192:856191,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:892442:892441:892439,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,human_annotator_1,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:89521:89521:89520,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:905296:905296:905295,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:912978:912978:912977,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:930088:930088:930087,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:948048:948048:948047,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,False,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:948058:948058:948057,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
SpotifyCares:962720:962720:962719,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,human_annotator_1,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:968309:968309:968308,account_access,auto_handle,login_troubleshooting_self_serve,direct to spotify.com/password-reset; suggest checking spam folder; recommend testing web player login,do not ask for account password publicly,False,high,human_annotator_1,[Subset: random] Standard account access / password reset inquiry.
SpotifyCares:971889:971889:971888,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update,False,high,human_annotator_1,[Subset: random] Product feedback / suggestion or UX complaint.
