review_id,example_id,blinded_system_id,customer_message,retrieved_evidence,predicted_reply,relevance_human,grounding_human,usefulness_human,tone_human,critical_error_human,annotator_id,notes
REV-066,SpotifyCares:2144256:2144256:2144254,System_Gamma,@SpotifyCares i just activated a voucher a it didnt give me premium,"[Evidence Case 1: SpotifyCares:2497519:2497519:2497518]
Historical Customer Inquiry: ""@[CUSTOMER_HANDLE] give me a song to listen to please✨💕""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey [CUSTOMER_NAME]! Hope your day has been as smooth as this tune: https://t.co/3ZpLME9HJU. Enjoy the rest of the evening 🎧 /MG""",Hey ! Hope your day has been as smooth as this tune: . Enjoy the rest of the evening 🎧,0,1,1,2,0,roy63,
REV-067,SpotifyCares:1101343:1101343:1101342,System_Alpha,"@SpotifyCares I just moved and sent an invite for the premium,BUT how do I change my address so my family member doesn't get error message?",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,1,1,2,1,0,roy64,
REV-068,SpotifyCares:1101343:1101343:1101342,System_Beta,"@SpotifyCares I just moved and sent an invite for the premium,BUT how do I change my address so my family member doesn't get error message?",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,"You can manage your subscription tier, Family plan member invites, and account settings directly at spotify.com/account.",2,0,1,0,0,roy65,
REV-069,SpotifyCares:1101343:1101343:1101342,System_Gamma,"@SpotifyCares I just moved and sent an invite for the premium,BUT how do I change my address so my family member doesn't get error message?","[Evidence Case 1: SpotifyCares:97662:97662:97661]
Historical Customer Inquiry: ""@SpotifyCares you sent me an email to change my password and I have tried without success. I keep getting an error message please advise https://t.co/50HNtffd2g""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey [CUSTOMER_NAME], that's not cool! Can you DM us your account's username and email address? We'll do some digging /JK https://t.co/ldFdZRiNAt""","Hey , that's not cool! Can you DM us your account's username and email address? We'll do some digging",1,2,1,2,0,roy66,
REV-070,SpotifyCares:2717757:2717757:2717755,System_Alpha,"I honestly adore the @[CUSTOMER_HANDLE] curated playlists, but they're lacking what I really need today: Classical Music for Moody Writers",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,2,1,2,0,0,roy67,
REV-071,SpotifyCares:2717757:2717757:2717755,System_Beta,"I honestly adore the @[CUSTOMER_HANDLE] curated playlists, but they're lacking what I really need today: Classical Music for Moody Writers",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! Let us know how we can assist with your Spotify account or music playback.,0,2,1,1,0,roy68,
REV-072,SpotifyCares:2717757:2717757:2717755,System_Gamma,"I honestly adore the @[CUSTOMER_HANDLE] curated playlists, but they're lacking what I really need today: Classical Music for Moody Writers","[Evidence Case 1: SpotifyCares:1495683:1495682:1495684]
Historical Customer Inquiry: ""@SpotifyCares I know but they never answer""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Don't worry, we'd be glad to help you get this sorted via Twitter. Can you let us know the device/OS and Spotify version you're rocking? /LW""","Don't worry, we'd be glad to help you get this sorted via Twitter. Can you let us know the device/OS and Spotify version you're rocking?",1,1,1,1,0,roy69,
REV-073,SpotifyCares:278120:278120:278119,System_Alpha,"Hey @[CUSTOMER_HANDLE] , some glitch in your code :-) #FeedBack #ThanksForTheGreatApp #ShitHappens https://t.co/sNZXcIKUCg",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,1,0,2,0,0,roy70,
REV-074,SpotifyCares:278120:278120:278119,System_Beta,"Hey @[CUSTOMER_HANDLE] , some glitch in your code :-) #FeedBack #ThanksForTheGreatApp #ShitHappens https://t.co/sNZXcIKUCg",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,"We recommend performing a clean reinstall of the app and clearing cache. If playback issues persist, please reply with your device model and OS version!",1,0,1,2,0,roy71,
REV-075,SpotifyCares:278120:278120:278119,System_Gamma,"Hey @[CUSTOMER_HANDLE] , some glitch in your code :-) #FeedBack #ThanksForTheGreatApp #ShitHappens https://t.co/sNZXcIKUCg","[Evidence Case 1: SpotifyCares:1647983:1647983:1647982]
Historical Customer Inquiry: ""When @SpotifyCares asks you for feedback after giving you absolutely no response to your enquiry https://t.co/xEO6tiokbo""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey, sorry about that! We've just sent you a DM, so check your inbox /RH""","Hey, sorry about that! We've just sent you a DM, so check your inbox",2,1,1,1,0,roy72,
REV-076,SpotifyCares:1533093:1533093:1533092,System_Alpha,Hey @SpotifyCares @[CUSTOMER_HANDLE] why isn’t the Spotify-app already rescaled for the iPhone X? Such big company should have that done a week ago,No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,2,2,2,0,0,roy73,
REV-077,SpotifyCares:1533093:1533093:1533092,System_Beta,Hey @SpotifyCares @[CUSTOMER_HANDLE] why isn’t the Spotify-app already rescaled for the iPhone X? Such big company should have that done a week ago,No evidence was used (deterministic heuristic rules; no retrieval mechanism).,"We recommend performing a clean reinstall of the app and clearing cache. If playback issues persist, please reply with your device model and OS version!",0,1,1,1,0,roy74,
REV-078,SpotifyCares:1533093:1533093:1533092,System_Gamma,Hey @SpotifyCares @[CUSTOMER_HANDLE] why isn’t the Spotify-app already rescaled for the iPhone X? Such big company should have that done a week ago,"[Evidence Case 1: SpotifyCares:2504217:2504217:2504215]
Historical Customer Inquiry: ""You would think a company with such a widely used app like @[CUSTOMER_HANDLE]  would have updated for the iPhone X by now""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey [CUSTOMER_NAME]! Thanks for sharing your thoughts. Not to worry, we’re working on it as we speak. Stay tuned /LP""","Hey ! Thanks for sharing your thoughts. Not to worry, we’re working on it as we speak. Stay tuned",1,2,2,0,0,roy75,
REV-079,SpotifyCares:2597243:2597243:2597240,System_Alpha,"@[CUSTOMER_HANDLE] @SpotifyCares so how come there have been about 3 updates in the last couple of weeks, yet none of them have included support for the iPhone X?  Why is the development cycle so inefficient that it takes so long to catch up? 🤔 still waiting on the Apple Watch app too...",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,2,2,2,1,0,roy76,
REV-080,SpotifyCares:2597243:2597243:2597240,System_Beta,"@[CUSTOMER_HANDLE] @SpotifyCares so how come there have been about 3 updates in the last couple of weeks, yet none of them have included support for the iPhone X?  Why is the development cycle so inefficient that it takes so long to catch up? 🤔 still waiting on the Apple Watch app too...",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,"We recommend performing a clean reinstall of the app and clearing cache. If playback issues persist, please reply with your device model and OS version!",0,1,2,2,0,roy77,
REV-081,SpotifyCares:2597243:2597243:2597240,System_Gamma,"@[CUSTOMER_HANDLE] @SpotifyCares so how come there have been about 3 updates in the last couple of weeks, yet none of them have included support for the iPhone X?  Why is the development cycle so inefficient that it takes so long to catch up? 🤔 still waiting on the Apple Watch app too...","[Evidence Case 1: SpotifyCares:2116832:2116832:2116831]
Historical Customer Inquiry: ""@SpotifyCares Where is the support for iPhone X?""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hi! We're afraid we don't have any news about it right now. We'll be sure to let everyone know as soon as we have something to share /JM""",Hi! We're afraid we don't have any news about it right now. We'll be sure to let everyone know as soon as we have something to share,2,1,2,1,0,roy78,
REV-082,SpotifyCares:1964855:1964855:1964854,System_Alpha,"@SpotifyCares I can now use Spotify connect with my Smartphone on cellular, and 2 laptops on the same eth network (no wifi). Is it new?",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,1,0,1,2,0,roy79,
REV-083,SpotifyCares:1964855:1964855:1964854,System_Beta,"@SpotifyCares I can now use Spotify connect with my Smartphone on cellular, and 2 laptops on the same eth network (no wifi). Is it new?",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! Let us know how we can assist with your Spotify account or music playback.,0,1,1,1,0,roy80,
REV-084,SpotifyCares:1964855:1964855:1964854,System_Gamma,"@SpotifyCares I can now use Spotify connect with my Smartphone on cellular, and 2 laptops on the same eth network (no wifi). Is it new?","[Evidence Case 1: SpotifyCares:585133:585133:585132]
Historical Customer Inquiry: ""ugh, Spotify Connect constantly disconnects from the Sonos One (and my wireless network is not the problem) @[CUSTOMER_HANDLE] @[CUSTOMER_HANDLE]""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey! Help's here. Could you DM us the email address registered to your account? We'll take a look /C https://t.co/ldFdZRiNAt""",Hey! Help's here. Could you DM us the email address registered to your account? We'll take a look /C,1,2,1,2,0,roy81,
REV-085,SpotifyCares:1872388:1872388:1872387,System_Alpha,@[CUSTOMER_HANDLE] uh just wanted you guys to know that I had Redbone saved and now it plays a disco remix of Gloria Gaynor's I Will Survive. Always. https://t.co/o0qUq5qZQI,No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,0,2,0,1,0,roy82,
REV-086,SpotifyCares:1872388:1872388:1872387,System_Beta,@[CUSTOMER_HANDLE] uh just wanted you guys to know that I had Redbone saved and now it plays a disco remix of Gloria Gaynor's I Will Survive. Always. https://t.co/o0qUq5qZQI,No evidence was used (deterministic heuristic rules; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! Let us know how we can assist with your Spotify account or music playback.,2,1,1,2,0,roy83,
REV-087,SpotifyCares:1872388:1872388:1872387,System_Gamma,@[CUSTOMER_HANDLE] uh just wanted you guys to know that I had Redbone saved and now it plays a disco remix of Gloria Gaynor's I Will Survive. Always. https://t.co/o0qUq5qZQI,"[Evidence Case 1: SpotifyCares:482494:482494:482493]
Historical Customer Inquiry: ""And now it's on Spotify. https://t.co/9Yb7KDFrQG""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Awesome! Thanks for letting us know. if you ever need us, just give us a shout. Have a... https://t.co/FdMVyoJ96P /L""","Awesome! Thanks for letting us know. if you ever need us, just give us a shout. Have a... /L",1,1,2,1,0,roy84,
REV-088,SpotifyCares:948048:948048:948047,System_Alpha,"@SpotifyCares Autoplay is not available on OSX, correct?",No evidence was used (fixed majority baseline; no retrieval mechanism).,Thanks for reaching out to Spotify Cares! We've forwarded your message to a support specialist who will review your account details shortly. Send us a DM if you need anything else.,0,1,0,1,0,roy85,
REV-089,SpotifyCares:948048:948048:948047,System_Beta,"@SpotifyCares Autoplay is not available on OSX, correct?",No evidence was used (deterministic heuristic rules; no retrieval mechanism).,"Music and podcast availability on Spotify depends on licensing agreements with rights holders, which can vary by region and change over time.",1,1,1,2,0,roy86,
REV-090,SpotifyCares:948048:948048:948047,System_Gamma,"@SpotifyCares Autoplay is not available on OSX, correct?","[Evidence Case 1: SpotifyCares:1160826:1160826:1160825]
Historical Customer Inquiry: ""@[CUSTOMER_HANDLE] why your app is not available in India?""
Historical Brand Reply: ""@[CUSTOMER_HANDLE] Hey [CUSTOMER_NAME]! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /TF""",Hey ! We're launching in new countries as often as possible. Be sure to add your email at,2,2,2,1,0,roy87,
