example_id,intent,handling_decision,handling_reason,required_reply_elements,prohibited_claims_or_actions,needs_clarification,annotation_confidence,annotator_id,notes
SpotifyCares:1964855:1964855:1964854,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:1974290:1974290:1974289,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:1990907:1990907:1990906,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:1993423:1993423:1993422,account_access,auto_handle,self_service_account_guidance,provide self-service account management link; explain profile/address change rules,do not request personal credentials in public,False,high,Jishnu Roy,[Subset: random] Account management inquiry.
SpotifyCares:2002356:2002356:2002355,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2028417:2028417:2028416,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:2030853:2030853:2030852,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:2036292:2036292:2036290,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,False,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2039869:2039869:2039868,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2045170:2045170:2045169,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2052137:2052137:2052136,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2052945:2052945:2052944,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2052997:2052997:2052996,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2076240:2076240:2076237,billing_and_payments,escalate,billing_dispute_or_refund,acknowledge billing dispute; direct to secure billing support / DM with account email and receipt details; explain refund evaluation process,"do not ask for credit card numbers, CVV, or bank credentials publicly; do not promise unconditional refunds before verification",False,high,Jishnu Roy,"[Subset: random] Billing dispute, double charge, or refund request."
SpotifyCares:2081825:2081825:2081824,account_access,auto_handle,self_service_account_guidance,provide link to password reset tool (spotify.com/password-reset); explain email lookup options; provide link to contact form if reset email not received,do not ask for account password or plaintext credentials in public tweets,False,high,Jishnu Roy,[Subset: random] Account login / self-service password reset guidance.
SpotifyCares:2087805:2087805:2087804,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2139018:2139018:2139017,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2144256:2144256:2144254,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2165482:2165482:2165481,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2218959:2218959:2218958,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2239675:2239675:2239674,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2246195:2246195:2246197,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2251318:2251318:2251317,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2251492:2251492:2251491,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:233172:233172:233171,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2342513:2342513:2342512,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:2426261:2426261:2426260,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2432999:2432999:2433000,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2439901:2439901:2439900,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2457938:2457938:2457937,billing_and_payments,escalate,billing_dispute_or_refund,acknowledge billing dispute; direct to secure billing support / DM with account email and receipt details; explain refund evaluation process,"do not ask for credit card numbers, CVV, or bank credentials publicly; do not promise unconditional refunds before verification",False,high,Jishnu Roy,"[Subset: random] Billing dispute, double charge, or refund request."
SpotifyCares:2482541:2482541:2482539,other_or_ambiguous,auto_handle,social_banter_or_ambiguous_acknowledgement,polite and helpful acknowledgment; ask how Spotify can assist if they are experiencing an issue,do not guess unsupported facts; do not engage in heated arguments,True,high,Jishnu Roy,"[Subset: random] Social mention, praise, banter, or ambiguous message."
SpotifyCares:2517261:2517261:2517260,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,Jishnu Roy,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:2527182:2527182:2527180,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2557550:2557550:2557549,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2582058:2582058:2582057,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:2597243:2597243:2597240,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2597270:2597270:2597269,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:2608276:2608276:2608275,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2610843:2610843:2610842,account_access,auto_handle,self_service_account_guidance,provide self-service account management link; explain profile/address change rules,do not request personal credentials in public,False,high,Jishnu Roy,[Subset: random] Account management inquiry.
SpotifyCares:262672:262672:262673,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2632590:2632590:2632589,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2646418:2646418:2646417,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2684832:2684832:2684831,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,Jishnu Roy,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:2717757:2717757:2717755,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2751305:2751305:2751304,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2756263:2756263:2756262,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2756956:2756956:2756955,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2761401:2761401:2761400,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2774575:2774575:2774574,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:278120:278120:278119,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2793273:2793273:2793272,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2809926:2809926:2809925,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:2854455:2854455:2854454,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2863030:2863030:2863029,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2877413:2877413:2877411,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2898315:2898315:2898314,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2904473:2904473:2904472,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:2916571:2916571:2916570,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2917802:2917802:2917801,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2917883:2917883:2917882,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2959349:2959349:2959347,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:2970802:2970802:2970801,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:310853:310853:310852,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:314797:314797:314795,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:376122:376122:376120,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:381239:381246:2810369,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:387701:387701:387700,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,Jishnu Roy,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:393165:393165:393164,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:442000:442000:442001,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:459150:459150:459149,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:462668:462668:462666,technical_support,auto_handle,technical_troubleshooting_app_crash_offline,recommend performing a clean reinstall of the app and clearing cache; suggest checking offline toggle and battery optimization settings; request device and OS details if issues persist,do not claim immediate outage without confirmation; do not promise app bug fix release dates,False,high,Jishnu Roy,[Subset: random] Technical support / app crash on Android Galaxy S8+ with offline mode switching.
SpotifyCares:468344:468348:1426069,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:471651:471651:471650,account_access,auto_handle,self_service_account_guidance,provide self-service account management link; explain profile/address change rules,do not request personal credentials in public,False,high,Jishnu Roy,[Subset: random] Account management inquiry.
SpotifyCares:483950:483950:483949,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,False,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:563483:563483:563482,account_access,auto_handle,self_service_account_guidance,provide self-service account management link; explain profile/address change rules,do not request personal credentials in public,False,high,Jishnu Roy,[Subset: random] Account management inquiry.
SpotifyCares:564524:564524:564522,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:564550:564550:564549,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:570499:570499:570498,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:609669:609669:609668,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:627549:627549:627548,account_access,auto_handle,self_service_account_guidance,provide self-service account management link; explain profile/address change rules,do not request personal credentials in public,False,high,Jishnu Roy,[Subset: random] Account management inquiry.
SpotifyCares:6618:6618:6615,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:688085:688084:688086,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:788581:788581:788580,technical_support,auto_handle,standard_troubleshooting,suggest restarting app; recommend clean reinstall; ask for device model and app version,do not claim outage without verification; do not dismiss user bug report,True,high,Jishnu Roy,[Subset: random] Technical support / app performance issue.
SpotifyCares:824187:824187:824186,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:856192:856192:856191,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:892442:892441:892439,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:89521:89521:89520,account_access,auto_handle,self_service_account_guidance,provide link to password reset tool (spotify.com/password-reset); explain email lookup options; provide link to contact form if reset email not received,do not ask for account password or plaintext credentials in public tweets,False,high,Jishnu Roy,[Subset: random] Account login / self-service password reset guidance.
SpotifyCares:905296:905296:905295,billing_and_payments,auto_handle,payment_method_guidance,explain accepted payment methods and how to update payment details at spotify.com/account,do not ask for payment details publicly,False,high,Jishnu Roy,[Subset: random] Billing / payment method inquiry.
SpotifyCares:912978:912978:912977,subscription_and_plans,auto_handle,subscription_plan_guidance,explain plan features and eligibility terms; direct to official subscription overview page at spotify.com/premium,do not grant unapproved discounts; do not misstate plan eligibility rules,False,high,Jishnu Roy,"[Subset: random] Subscription plan features, pricing promo, or eligibility question."
SpotifyCares:930088:930088:930087,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:948048:948048:948047,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:948058:948058:948057,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:962720:962720:962719,content_availability,auto_handle,licensing_explanation,explain that music availability depends on agreements between Spotify and rights holders/labels; note that catalogs can vary over time and by country,do not promise specific release dates unless officially announced; do not guarantee missing content will return,False,high,Jishnu Roy,[Subset: random] Content licensing or availability question.
SpotifyCares:968309:968309:968308,platform_and_regional,auto_handle,regional_or_device_compatibility_guidance,explain platform/regional compatibility; direct to official newsroom or partner setup guide,do not promise unannounced regional launch dates or unreleased integrations,False,high,Jishnu Roy,[Subset: random] Platform compatibility or regional availability inquiry.
SpotifyCares:971889:971889:971888,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
SpotifyCares:980317:980317:980316,product_feedback,auto_handle,feature_feedback_guidance,thank customer for feedback; direct to Spotify Community Ideas board,do not promise feature implementation in next update; do not dismiss customer frustration,False,high,Jishnu Roy,[Subset: random] Product feedback / feature suggestion or UX complaint.
